0.44091136,421.9120662
1.268010699,427.8077282
4.164865618,526.9697514
5.132469117,559.9381724
6.101592226,585.3085441
7.070941659,609.5472914
8.040452753,632.9777356
9.009349537,659.4797317
9.904981726,683.2906172
10.9480484,707.9572263
11.86240898,730.3797165
12.90477566,754.8561373
13.85713133,775.5003283
14.82638377,800.2240575
15.79524822,826.8877142
16.76230208,862.6043658
17.73026123,893.79452
20.15011061,972.0123963
21.16296292,1000.145225
22.13208603,1025.515596
23.09991585,1057.352393
24.06751935,1090.320814
24.85763519,1125.093737
25.6773447,1159.503897
26.22075803,1173.141492
27.72111029,1199.267517
28.81937173,1243.171581
29.65374667,1278.057458
30.06947031,1318.02
